BoroCD_code,CORRIDOR,CrossStree,ENFORCEMENT_START,FROM_STREET,FromStreet,Install_Date,MainStreet,Name,OBJECTID,OnStreet,Shape_Area,Shape_Length,Street1,Street2,TO_STREET,ToStreet,YR,Year,completion,date_insta,end_date,from_stree,geometry_x,geometry_y,humps,on_street,pjct_name,sip_year,source_layer_id,sq_mi,to_street,treatment_
,,107 ST,,,,1547251200000,JAMAICA AVENUE,,1483,,,,,,,,,,,,,,1028480.0001105517,192654.99991039932,,,,,10,,,
,,108 ST,,,,1547251200000,JAMAICA AVENUE,,1484,,,,,,,,,,,,,,1028718.9999606311,192719.0001104772,,,,,10,,,
,,109 ST,,,,1547251200000,JAMAICA AVENUE,,1485,,,,,,,,,,,,,,1028953.000148803,192834.99987848103,,,,,10,,,
,,110 ST,,,,1547251200000,JAMAICA AVENUE,,1486,,,,,,,,,,,,,,1029169.0000448823,192997.9998805672,,,,,10,,,
,,111 ST,,,,1547251200000,JAMAICA AVENUE,,1487,,,,,,,,,,,,,,1029402.9999049753,193205.00012272596,,,,,10,,,
,,112 ST,,,,1547251200000,JAMAICA AVENUE,,1488,,,,,,,,,,,,,,1029615.0001371354,193402.00005680323,,,,,10,,,
,,113 ST,,,,1547251200000,JAMAICA AVENUE,,1489,,,,,,,,,,,,,,1029825.000045225,193557.00007489324,,,,,10,,,
,,114 ST,,,,1547251200000,JAMAICA AVENUE,,1490,,,,,,,,,,,,,,1030045.9999313056,193718.0000809729,,,,,10,,,
,,115 ST,,,,1547251200000,JAMAICA AVENUE,,1491,,,,,,,,,,,,,,1030261.0001574755,193873.00009906292,,,,,10,,,
,,116 ST,,,,1547251200000,JAMAICA AVENUE,,1492,,,,,,,,,,,,,,1030470.000067547,194024.00012513995,,,,,10,,,
,,126 ST,,,,1547251200000,JAMAICA AVENUE,,1493,,,,,,,,,,,,,,1032837.9999247193,194786.9999114722,,,,,10,,,
,,127 ST,,,,1547251200000,JAMAICA AVENUE,,1494,,,,,,,,,,,,,,1033075.000106886,194867.0000795573,,,,,10,,,
,,132 ST,,,,1547251200000,JAMAICA AVENUE,,1495,,,,,,,,,,,,,,1033988.9999193102,195120.99989964068,,,,,10,,,
,,139 STREET,,,,1547251200000,JAMAICA AVENUE,,1496,,,,,,,,,,,,,,1036060.0000423938,195270.99992772937,,,,,10,,,
,,164 ST,,,,1547251200000,JAMAICA AVENUE,,1497,,,,,,,,,,,,,,1040896.9998828024,196246.99994422495,,,,,10,,,
,,165 ST,,,,1547251200000,JAMAICA AVENUE,,1498,,,,,,,,,,,,,,1041117.0000989735,196361.00004431605,,,,,10,,,
,,168 ST,,,,1547251200000,JAMAICA AVENUE,,1499,,,,,,,,,,,,,,1041773.0000993013,196691.00004047155,,,,,10,,,
,,169 ST,,,,1547251200000,JAMAICA AVENUE,,1500,,,,,,,,,,,,,,1042252.0001255572,196876.99999655783,,,,,10,,,
,,170 STREET,,,,1547251200000,JAMAICA AVENUE,,1501,,,,,,,,,,,,,,1042541.9998736382,196988.0001026392,,,,,10,,,
,,171 STREET,,,,1547251200000,JAMAICA AVENUE,,1502,,,,,,,,,,,,,,1042834.9999438077,197096.9998846501,,,,,10,,,
,,173 STREET,,,,1547251200000,JAMAICA AVENUE,,1503,,,,,,,,,,,,,,1043380.9998360574,197252.99990072846,,,,,10,,,
,,177 STREET,,,,1547251200000,JAMAICA AVENUE,,1504,,,,,,,,,,,,,,1044183.9998704642,197267.99987073243,,,,,10,,,
,,180 STREET,,,,1547251200000,JAMAICA AVENUE,,1505,,,,,,,,,,,,,,1045092.0000229776,197452.00015889108,,,,,10,,,
,,182 STREET,,,,1547251200000,JAMAICA AVENUE,,1506,,,,,,,,,,,,,,1045507.9998471439,197555.99995090067,,,,,10,,,
,,184 PLACE,,,,1547251200000,JAMAICA AVENUE,,1507,,,,,,,,,,,,,,1046658.9998417199,197817.00008505583,,,,,10,,,
,,186 STREET,,,,1547251200000,JAMAICA AVENUE,,1508,,,,,,,,,,,,,,1047142.999857977,198001.00004515052,,,,,10,,,
,,187 PLACE,,,,1547251200000,JAMAICA AVENUE,,1509,,,,,,,,,,,,,,1047557.0000142157,198112.00015123188,,,,,10,,,
,,AUTUMN AVE,,,,1547251200000,JAMAICA AVENUE,,1510,,,,,,,,,,,,,,1019822.0000381321,190789.0000334829,,,,,10,,,
,,CHESTNUT ST,,,,1547251200000,JAMAICA AVENUE,,1511,,,,,,,,,,,,,,1018450.0001574755,189988.99999305606,,,,,10,,,
,,CRESCENT ST,,,,1547251200000,JAMAICA AVENUE,,1512,,,,,,,,,,,,,,1019178.0000137985,190432.00009131432,,,,,10,,,
,,DEXTER CT,,,,1547251200000,JAMAICA AVENUE,,1513,,,,,,,,,,,,,,1021075.0001568049,191168.99992963672,,,,,10,,,
,,ELDERTS LANE,,,,1547251200000,JAMAICA AVENUE,,1514,,,,,,,,,,,,,,1020839.9999706447,191121.0000256449,,,,,10,,,
,,HIGHLAND BLVD,,,,1547251200000,JAMAICA AVENUE,,1515,,,,,,,,,,,,,,1016920.9999346435,188989.0000245571,,,,,10,,,
,,JEROME ST,,,,1547251200000,JAMAICA AVENUE,,1516,,,,,,,,,,,,,,1015034.0000997186,187827.00005197525,,,,,10,,,
,,LEFFERTS BLVD,,,,1547251200000,JAMAICA AVENUE,,1517,,,,,,,,,,,,,,1031142.000035882,194354.00012131035,,,,,10,,,
,,LOGAN ST,,,,1547251200000,JAMAICA AVENUE,,1518,,,,,,,,,,,,,,1017786.999843061,189550.99988481402,,,,,10,,,
,,MILLER AVE,,,,1547251200000,JAMAICA AVENUE,,1519,,,,,,,,,,,,,,1013876.0001191348,187095.99987356365,,,,,10,,,
,,NICHOLS AVE,,,,1547251200000,JAMAICA AVENUE,,1520,,,,,,,,,,,,,,1020266.0001343936,190947.00004555285,,,,,10,,,
,,SCHENCK AVE_SCHENCK CT,,,,1547251200000,JAMAICA AVENUE,,1521,,,,,,,,,,,,,,1014578.0000274777,187537.99997380376,,,,,10,,,
,,VERMONT ST,,,,1547251200000,JAMAICA AVENUE,,1522,,,,,,,,,,,,,,1013179.9998707175,186661.0000873953,,,,,10,,,
,,78 ST,,,,1548806400000,JUNIPER BLVD SO,,1523,,,,,,,,,,,,,,1018273.9998532981,201539.99985688925,,,,,10,,,
,,8 Avenue,,,,1558310400000,Bay Ridge Ave,,4577,,,,,,,,,,,,,,980113.0000599772,168931.0001143962,,,,,10,,,
,,West 55 Street,,,,1571875200000,11 Avenue,,4607,,,,,,,,,,,,,,986369.0000151396,219446.00013406575,,,,,10,,,
,,97 Place,,,,1575417600000,43 Avenue,,5491,,,,,,,,,,,,,,1021265.0001048893,211129.0000358075,,,,,10,,,
,,West 169 Street,,,,1559001600000,Fort Washington Avenue,,6145,,,,,,,,,,,,,,1000294.0000522137,246341.00014972687,,,,,10,,,
,,Henry Street ,,,,1577059200000,Clinton Street,,6388,,,,,,,,,,,,,,987838.0000298917,199274.00012381375,,,,,10,,,
,,Trantor Place,,,,1571788800000,Innis Street,,6393,,,,,,,,,,,,,,944621.999847889,170215.9998409748,,,,,10,,,
,,Barker Avenue ,,,,1566777600000,Waring Avenue,,6408,,,,,,,,,,,,,,1020364.999936387,253129.00002513826,,,,,10,,,
,,Olinville Avenue,,,,1570147200000,Waring Avenue,,6409,,,,,,,,,,,,,,1020625.0000725538,253123.0000371486,,,,,10,,,
,,Colgate Avenue,,,,1568937600000,Watson Avenue,,6410,,,,,,,,,,,,,,1017086.9999307245,240108.00014856458,,,,,10,,,
,,Sackman Street,,,,1570838400000,East New York Ave/Dean St,,6432,,,,,,,,,,,,,,1010247.0001593083,185027.0000745654,,,,,10,,,
,,155 Street,,,,1559347200000,Linden Boulevard,,6498,,,,,,,,,,,,,,1041906.0001613945,189655.00000488758,,,,,10,,,
,,157 Street,,,,1559347200000,Linden Boulevard,,6499,,,,,,,,,,,,,,1042382.9998635501,189913.0001450628,,,,,10,,,
,,196 Street,,,,1559347200000,Linden Boulevard,,6500,,,,,,,,,,,,,,1051908.9998403937,191995.99991606176,,,,,10,,,
,,Inwood Street,,,,1559347200000,Linden Boulevard,,6501,,,,,,,,,,,,,,1040243.9998764694,188945.00011256337,,,,,10,,,
,,Mexico Street,,,,1559347200000,Linden Boulevard,,6502,,,,,,,,,,,,,,1049664.000065297,191436.00005181134,,,,,10,,,
,,7 Avenue,,,,1591228800000,86 Street,,1,,,,,,,,,,,,,,978360.0002851337,164603.00024022162,,,,,11,,,
,,11 Avenue,,,,1591228800000,86 Street,,2,,,,,,,,,,,,,,979161.9999934733,163967.00019989908,,,,,11,,,
,,12 Avenue,,,,1591228800000,86 Street,,3,,,,,,,,,,,,,,979775.0000798106,163478.0001936406,,,,,11,,,
,,13 Avenue,,,,1591228800000,86 Street,,4,,,,,,,,,,,,,,980389.0001641363,162993.00017939508,,,,,11,,,
,,14 Avenue,,,,1591228800000,86 Street,,5,,,,,,,,,,,,,,980998.0002584755,162512.00015714765,,,,,11,,,
,,20 Avenue,,,,1591228800000,86 Street,,6,,,,,,,,,,,,,,984735.0000023097,159552.00017164648,,,,,11,,,
,,24 Avenue,,,,1591228800000,86 Street,,7,,,,,,,,,,,,,,987195.0000035614,157601.00013664365,,,,,11,,,
,,25 Avenue,,,,1591228800000,86 Street,,8,,,,,,,,,,,,,,987807.0000918806,157117.00012038648,,,,,11,,,
,,Avenue V ,,,,1591228800000,86 Street,,9,,,,,,,,,,,,,,989607.0001008064,155686.0000296384,,,,,11,,,
,,Bay 7 Street,,,,1591228800000,86 Street,,10,,,,,,,,,,,,,,981204.0001745522,162349.00015506148,,,,,11,,,
,,Bay 14 Street,,,,1591228800000,86 Street,,11,,,,,,,,,,,,,,982673.0001893044,161186.00018447638,,,,,11,,,
,,Bay 16 Street,,,,1591228800000,86 Street,,12,,,,,,,,,,,,,,983107.9999754727,160840.00022031367,,,,,11,,,
,,Bay 22 Street,,,,1591228800000,86 Street,,13,,,,,,,,,,,,,,984328.0001601428,159870.00019180775,,,,,11,,,
,,Narrows Avenue,,,,1591228800000,86 Street,,14,,,,,,,,,,,,,,973394.0000465512,167118.00013147295,,,,,11,,,
,,Shore Road,,,,1591228800000,86 Street,,15,,,,,,,,,,,,,,972939.999970302,167234.00022755563,,,,,11,,,
,,West 6 Street,,,,1591228800000,86 Street,,16,,,,,,,,,,,,,,990773.0000653863,154759.00024323165,,,,,11,,,
,,West 11 Street,,,,1591228800000,86 Street,,17,,,,,,,,,,,,,,989255.0001486391,155965.00012780726,,,,,11,,,
,,Belvidere Street,,,,1591228800000,Broadway,,18,,,,,,,,,,,,,,1001611.0000428855,193651.00021497905,,,,,11,,,
,,Berry Street,,,,1591228800000,Broadway,,19,,,,,,,,,,,,,,993817.0002109706,198126.0001232326,,,,,11,,,
,,Chauncey Street,,,,1591228800000,Broadway,,20,,,,,,,,,,,,,,1009205.0002748072,188000.00003406405,,,,,11,,,
,,Decatur Street,,,,1591228800000,Broadway,,21,,,,,,,,,,,,,,1008581.000210464,188465.00008830428,,,,,11,,,
,,Gerry Street,,,,1591228800000,Broadway,,22,,,,,,,,,,,,,,999375.0002498031,195316.00016580522,,,,,11,,,
,,Greene Avenue,,,,1591228800000,Broadway,,23,,,,,,,,,,,,,,1004893.000040561,191214.00016772747,,,,,11,,,
,,Hancock Street,,,,1591228800000,Broadway,,24,,,,,,,,,,,,,,1007325.0000978112,189397.00019280612,,,,,11,,,
,,Hart St_Suydam St,,,,1591228800000,Broadway,,25,,,,,,,,,,,,,,1003169.0002077222,192501.00021839142,,,,,11,,,
,,Havemeyer Street,,,,1591228800000,Broadway,,26,,,,,,,,,,,,,,995547.0000317991,197551.9999588877,,,,,11,,,
,,Jefferson Avenue,,,,1591228800000,Broadway,,27,,,,,,,,,,,,,,1007116.0001877248,189554.00020688772,,,,,11,,,
,,Keap Street,,,,1591228800000,Broadway,,28,,,,,,,,,,,,,,996576.0002703816,197075.0002567321,,,,,11,,,
,,Lewis Avenue_Locust Street,,,,1591228800000,Broadway,,29,,,,,,,,,,,,,,1001505.0002548844,193730.00005698204,,,,,11,,,
,,Lynch St_Boerum St,,,,1591228800000,Broadway,,30,,,,,,,,,,,,,,998260.0001832247,196138.00016222894,,,,,11,,,
,,Madison Street,,,,1591228800000,Broadway,,31,,,,,,,,,,,,,,1006489.0001293868,190021.00025714934,,,,,11,,,
,,Malcolm X Blvd,,,,1591228800000,Broadway,,32,,,,,,,,,,,,,,1003344.0001858026,192372.00014831126,,,,,11,,,
,,Marcy Avenue,,,,1591228800000,Broadway,,33,,,,,,,,,,,,,,995921.000268057,197377.99997881055,,,,,11,,,
,,Penn Street,,,,1591228800000,Broadway,,34,,,,,,,,,,,,,,997583.0002248883,196626.00017048419,,,,,11,,,
,,Rockaway Avenue,,,,1591228800000,Broadway,,35,,,,,,,,,,,,,,1008792.0001165569,188308.00007422268,,,,,11,,,
,,Rodney Street,,,,1591228800000,Broadway,,36,,,,,,,,,,,,,,996248.0002702177,197227.00028081238,,,,,11,,,
,,Rutledge Street,,,,1591228800000,Broadway,,37,,,,,,,,,,,,,,997812.0000949651,196463.00016839802,,,,,11,,,
,,Schaefer Street,,,,1591228800000,Broadway,,38,,,,,,,,,,,,,,1008368.9999783039,188622.00010240078,,,,,11,,,
,,Thomas S Boyland St_Eldert St,,,,1591228800000,Broadway,,39,,,,,,,,,,,,,,1007907.0002461374,188967.00006856024,,,,,11,,,
,,Union Avenue & Heyward Street,,,,1591228800000,Broadway,,40,,,,,,,,,,,,,,998047.0002811402,196303.0001603067,,,,,11,,,
,,Van Buren Street,,,,1591228800000,Broadway,,41,,,,,,,,,,,,,,1004684.0001304746,191373.00017781556,,,,,11,,,
,,Willoughby Avenue,,,,1591228800000,Broadway,,42,,,,,,,,,,,,,,1002795.9999694675,192778.99999047816,,,,,11,,,
,,Woodbine Street,,,,1591228800000,Broadway,,43,,,,,,,,,,,,,,1006284.0002112985,190177.0002732277,,,,,11,,,
,,Wythe Avenue,,,,1591228800000,Broadway,,44,,,,,,,,,,,,,,993461.0002668053,198179.00001722574,,,,,11,,,
,,30 Road,,,,1591660800000,Crescent Street,,45,,,,,,,,,,,,,,1004909.0000085533,219057.00025589764,,,,,11,,,
,,46 Street,,,,1592179200000,18 Avenue ,,47,,,,,,,,,,,,,,990069.0001610518,168752.00014430285,,,,,11,,,
,,53 Street,,,,1592179200000,18 Avenue ,,48,,,,,,,,,,,,,,988896.000210464,167357.9999795556,,,,,11,,,
,,54 Street,,,,1592179200000,18 Avenue ,,49,,,,,,,,,,,,,,988738.0001983941,167150.00006747246,,,,,11,,,
,,55 Street,,,,1592179200000,18 Avenue ,,50,,,,,,,,,,,,,,988580.0001863092,166942.0001553893,,,,,11,,,
,,58 Street,,,,1592179200000,18 Avenue ,,51,,,,,,,,,,,,,,988108.0001460612,166319.00008906424,,,,,11,,,
,,62 Street,,,,1592179200000,18 Avenue ,,52,,,,,,,,,,,,,,987465.0001197159,165477.00013265014,,,,,11,,,
,,63 Street,,,,1592179200000,18 Avenue ,,53,,,,,,,,,,,,,,987306.0001096427,165270.00021855533,,,,,11,,,
,,64 Street,,,,1592179200000,18 Avenue ,,54,,,,,,,,,,,,,,987146.0001015514,165063.9999743998,,,,,11,,,
,,67 Street,,,,1592179200000,18 Avenue ,,55,,,,,,,,,,,,,,986605.000199303,164365.00006006658,,,,,11,,,
,,68 Street,,,,1592179200000,18 Avenue ,,56,,,,,,,,,,,,,,986489.0001032203,164209.00004397333,,,,,11,,,
,,70 Street,,,,1592179200000,18 Avenue ,,57,,,,,,,,,,,,,,986171.0000830591,163797.0002118051,,,,,11,,,
,,71 Street,,,,1592179200000,18 Avenue ,,58,,,,,,,,,,,,,,986013.0000709742,163589.99996964633,,,,,11,,,
,,72 Street,,,,1592179200000,18 Avenue ,,59,,,,,,,,,,,,,,985854.0000608861,163385.00005155802,,,,,11,,,
,,73 Street,,,,1592179200000,18 Avenue ,,60,,,,,,,,,,,,,,985694.0000528097,163178.0001374781,,,,,11,,,
,,78 Street,,,,1592179200000,18 Avenue ,,61,,,,,,,,,,,,,,984878.0000443906,162116.9999628961,,,,,11,,,
,,79 Street,,,,1592179200000,18 Avenue ,,62,,,,,,,,,,,,,,984718.0000362992,161911.00004680455,,,,,11,,,
,,80 Street,,,,1592179200000,18 Avenue ,,63,,,,,,,,,,,,,,984560.0000242144,161704.00013272464,,,,,11,,,
,,81 Street,,,,1592179200000,18 Avenue ,,64,,,,,,,,,,,,,,984401.0000141412,161498.00021664798,,,,,11,,,
,,82 Street,,,,1592179200000,18 Avenue ,,65,,,,,,,,,,,,,,984244.0000000596,161291.99997247756,,,,,11,,,
,,84 Street,,,,1592179200000,18 Avenue ,,66,,,,,,,,,,,,,,983988.0001839697,161020.00018839538,,,,,11,,,
,,Bay Ridge Avenue            ,,,,1592179200000,18 Avenue ,,67,,,,,,,,,,,,,,986330.0000931323,164003.00012789667,,,,,11,,,
,,Bay Ridge Pkwy        ,,,,1592179200000,18 Avenue ,,68,,,,,,,,,,,,,,985365.0000546426,162750.00000922382,,,,,11,,,
,,Benson Avenue                  ,,,,1592179200000,18 Avenue ,,69,,,,,,,,,,,,,,982880.0001033843,159721.0001617223,,,,,11,,,
,,Cropsey Avenue               ,,,,1592179200000,18 Avenue ,,70,,,,,,,,,,,,,,982179.0001930594,158836.99996122718,,,,,11,,,
,,East 2 St_Seton Pl,,,,1592179200000,18 Avenue ,,71,,,,,,,,,,,,,,990898.0001434684,169268.00009655952,,,,,11,,,
,,East 9 Street,,,,1592179200000,18 Avenue ,,72,,,,,,,,,,,,,,992854.0001684725,170481.99996514618,,,,,11,,,
,,McDonald Avenue,,,,1592179200000,18 Avenue ,,73,,,,,,,,,,,,,,990588.0001073033,169075.00015448034,,,,,11,,,
,,New Utrecht Avenue,,,,1592179200000,18 Avenue ,,74,,,,,,,,,,,,,,983773.0002858937,160787.99999623,,,,,11,,,
,,2 Street,,,,1592524800000,4 Avenue,,75,,,,,,,,,,,,,,988354.9999801368,185042.00004455447,,,,,11,,,
,,10 Street,,,,1592524800000,4 Avenue,,76,,,,,,,,,,,,,,987241.0002396405,183286.0002757311,,,,,11,,,
,,11 Street,,,,1592524800000,4 Avenue,,77,,,,,,,,,,,,,,987101.0001915544,183065.0000615567,,,,,11,,,
,,12 Street,,,,1592524800000,4 Avenue,,78,,,,,,,,,,,,,,986962.0001414716,182847.0001694709,,,,,11,,,
,,15 Street,,,,1592524800000,4 Avenue,,79,,,,,,,,,,,,,,986542.9999952167,182187.000177145,,,,,11,,,
,,22 Street,,,,1592524800000,4 Avenue,,80,,,,,,,,,,,,,,985283.0002186447,180512.0002463162,,,,,11,,,
,,23 Street,,,,1592524800000,4 Avenue,,81,,,,,,,,,,,,,,985125.0002065599,180311.99999015033,,,,,11,,,
,,24 Street,,,,1592524800000,4 Avenue,,82,,,,,,,,,,,,,,984963.000202477,180110.00006605685,,,,,11,,,
,,25 Street,,,,1592524800000,4 Avenue,,83,,,,,,,,,,,,,,984801.0001983941,179904.0001499802,,,,,11,,,
,,26 Street,,,,1592524800000,4 Avenue,,84,,,,,,,,,,,,,,984639.0001943111,179700.00022989511,,,,,11,,,
,,27 Street,,,,1592524800000,4 Avenue,,85,,,,,,,,,,,,,,984475.0001942217,179497.99997772276,,,,,11,,,
,,28 Street,,,,1592524800000,4 Avenue,,86,,,,,,,,,,,,,,984312.0001921356,179294.0000576377,,,,,11,,,
,,31 Street,,,,1592524800000,4 Avenue,,87,,,,,,,,,,,,,,983831.0001698881,178678.99997530878,,,,,11,,,
,,32 Street,,,,1592524800000,4 Avenue,,88,,,,,,,,,,,,,,983669.0001658052,178475.0000552237,,,,,11,,,
,,33 Street,,,,1592524800000,4 Avenue,,89,,,,,,,,,,,,,,983507.0001617223,178271.00013513863,,,,,11,,,
,,44 Street,,,,1592524800000,4 Avenue,,90,,,,,,,,,,,,,,981728.000110805,176024.0000359714,,,,,11,,,
,,45 Street,,,,1592524800000,4 Avenue,,91,,,,,,,,,,,,,,981568.0001027137,175823.00010989606,,,,,11,,,
,,48 Street,,,,1592524800000,4 Avenue,,92,,,,,,,,,,,,,,981083.0000884682,175211.00002156198,,,,,11,,,
,,49 Street,,,,1592524800000,4 Avenue,,93,,,,,,,,,,,,,,980921.0000843853,175007.0001014769,,,,,11,,,
,,51 Street,,,,1592524800000,4 Avenue,,94,,,,,,,,,,,,,,980598.0000742227,174599.00026130676,,,,,11,,,
,,52 Street,,,,1592524800000,4 Avenue,,95,,,,,,,,,,,,,,980436.0000701398,174395.00001314282,,,,,11,,,
,,53 Street,,,,1592524800000,4 Avenue,,96,,,,,,,,,,,,,,980275.0000640601,174191.00009305775,,,,,11,,,
,,54 Street,,,,1592524800000,4 Avenue,,97,,,,,,,,,,,,,,980113.0000599772,173987.00017297268,,,,,11,,,
,,55 Street,,,,1592524800000,4 Avenue,,98,,,,,,,,,,,,,,979951.0000558943,173783.0002528876,,,,,11,,,
,,56 Street,,,,1592524800000,4 Avenue,,99,,,,,,,,,,,,,,979790.0000497997,173579.00000472367,,,,,11,,,
,,57 Street,,,,1592524800000,4 Avenue,,100,,,,,,,,,,,,,,979629.00004372,173374.00008665025,,,,,11,,,
,,58 Street,,,,1592524800000,4 Avenue,,101,,,,,,,,,,,,,,979467.0000396371,173170.00016656518,,,,,11,,,
,,61 Street,,,,1592524800000,4 Avenue,,102,,,,,,,,,,,,,,978970.0000493824,172542.0001102239,,,,,11,,,
,,76 Street,,,,1592524800000,4 Avenue,,103,,,,,,,,,,,,,,977210.9999584705,168842.99996231496,,,,,11,,,
,,77 Street,,,,1592524800000,4 Avenue,,104,,,,,,,,,,,,,,977127.0001264662,168577.00016622245,,,,,11,,,
,,78 Street,,,,1592524800000,4 Avenue,,105,,,,,,,,,,,,,,977044.9999623895,168311.00004206598,,,,,11,,,
,,79 Street,,,,1592524800000,4 Avenue,,106,,,,,,,,,,,,,,976960.0001323819,168046.0002439767,,,,,11,,,
,,80 Street,,,,1592524800000,4 Avenue,,107,,,,,,,,,,,,,,976876.999970302,167779.000121817,,,,,11,,,
,,81 Street,,,,1592524800000,4 Avenue,,108,,,,,,,,,,,,,,976795.0001343042,167512.99999764562,,,,,11,,,
,,84 Street,,,,1592524800000,4 Avenue,,109,,,,,,,,,,,,,,976550.9999661446,166727.00025731325,,,,,11,,,
,,85 Street,,,,1592524800000,4 Avenue,,110,,,,,,,,,,,,,,976467.0001341403,166462.00013114512,,,,,11,,,
,,87 Street,,,,1592524800000,4 Avenue,,111,,,,,,,,,,,,,,976288.0001640469,165887.9999668151,,,,,11,,,
,,90 Street,,,,1592524800000,4 Avenue,,112,,,,,,,,,,,,,,976042.999997884,165099.00023247302,,,,,11,,,
,,91 Street,,,,1592524800000,4 Avenue,,113,,,,,,,,,,,,,,975965.0001538843,164852.00007030368,,,,,11,,,
,,92 Street,,,,1592524800000,4 Avenue,,114,,,,,,,,,,,,,,975873.000009805,164556.00000613928,,,,,11,,,
,,93 Street,,,,1592524800000,4 Avenue,,115,,,,,,,,,,,,,,975787.0001818091,164280.00023005903,,,,,11,,,
,,99 Street,,,,1592524800000,4 Avenue,,116,,,,,,,,,,,,,,975043.0000293851,162756.99999523163,,,,,11,,,
,,100 Street,,,,1592524800000,4 Avenue,,117,,,,,,,,,,,,,,974907.9999713004,162550.00008113682,,,,,11,,,
,,101 Street,,,,1592524800000,4 Avenue,,118,,,,,,,,,,,,,,974719.0000212193,162262.00000098348,,,,,11,,,
,,Baltic Street,,,,1592524800000,4 Avenue,,119,,,,,,,,,,,,,,989551.0002128035,187236.00024972856,,,,,11,,,
,,Bergen Street,,,,1592524800000,4 Avenue,,120,,,,,,,,,,,,,,989904.000162974,187928.00017805398,,,,,11,,,
,,Degraw Street,,,,1592524800000,4 Avenue,,121,,,,,,,,,,,,,,989190.0002786368,186537.00000731647,,,,,11,,,
,,Douglass Street,,,,1592524800000,4 Avenue,,122,,,,,,,,,,,,,,989311.000036642,186769.00019948184,,,,,11,,,
,,Garfield Place,,,,1592524800000,4 Avenue,,123,,,,,,,,,,,,,,988632.0000822991,185478.00015680492,,,,,11,,,
,,Marine Avenue,,,,1592524800000,4 Avenue,,124,,,,,,,,,,,,,,975189.0000654757,162978.00020939112,,,,,11,,,
,,President Street,,,,1592524800000,4 Avenue,,125,,,,,,,,,,,,,,988834.0000063926,185846.0000769794,,,,,11,,,
,,Sackett Street,,,,1592524800000,4 Avenue,,126,,,,,,,,,,,,,,989071.0001885593,186306.0001412332,,,,,11,,,
,,St Marks Place,,,,1592524800000,4 Avenue,,127,,,,,,,,,,,,,,989787.0000688881,187693.999989897,,,,,11,,,
,,Union Street,,,,1592524800000,4 Avenue,,128,,,,,,,,,,,,,,988952.0000984669,186074.0002771467,,,,,11,,,
,,Warren Street,,,,1592524800000,4 Avenue,,129,,,,,,,,,,,,,,989668.9999767989,187465.00011980534,,,,,11,,,
,,Dahill Froad,,,,1593043200000,Quentin Road,,130,,,,,,,,,,,,,,991575.0001018047,160263.00006197393,,,,,11,,,
,,East 24 Street,,,,1593129600000,Quentin Road,,131,,,,,,,,,,,,,,998306.0000912249,161239.00007846951,,,,,11,,,
,,41 Avenue,,,,1588636800000,Bowne Street,,132,,,,,,,,,,,,,,1033025.9998767972,216176.00011239946,,,,,11,,,
,,Ash Avenue,,,,1588636800000,Bowne Street,,133,,,,,,,,,,,,,,1033722.0001252145,214947.99994373322,,,,,11,,,
,,Cherry Avenue,,,,1588636800000,Bowne Street,,134,,,,,,,,,,,,,,1034036.0001533926,214582.00001956522,,,,,11,,,
,,Franklin Avenue,,,,1588636800000,Bowne Street,,135,,,,,,,,,,,,,,1033532.9998470545,215183.00012989342,,,,,11,,,
,,28 Avenue,,,,1588636800000,Union Street,,136,,,,,,,,,,,,,,1032311.9999924749,220991.9999948144,,,,,11,,,
,,34 Avenue,,,,1588636800000,Union Street,,137,,,,,,,,,,,,,,1032074.0001403838,218709.99996563792,,,,,11,,,
,,38 Avenue,,,,1588636800000,Union Street,,138,,,,,,,,,,,,,,1032137.0000143945,216814.0001487285,,,,,11,,,
,,Clay Avenue,,,,1588723200000,E 170 Street,,139,,,,,,,,,,,,,,1009749.9998409748,244343.99987864494,,,,,11,,,
,,College Avenue,,,,1588723200000,E 170 Street,,140,,,,,,,,,,,,,,1008989.0000506341,244415.00006473064,,,,,11,,,
,,Findlay Avenue,,,,1588723200000,E 170 Street,,141,,,,,,,,,,,,,,1009254.9998467267,244278.00001063943,,,,,11,,,
,,Wythe Place,,,,1588723200000,E 170 Street,,142,,,,,,,,,,,,,,1007744.9999139756,245041.00012506545,,,,,11,,,
,,West 170 Street,,,,1588723200000,Ogden Avenue,,143,,,,,,,,,,,,,,1005044.000066638,245866.000115484,,,,,11,,,
,,Cromwell Avenue,,,,1588723200000,W 170 Street,,144,,,,,,,,,,,,,,1006444.9998892993,245640.99990931153,,,,,11,,,
,,Shakespeare Avenue,,,,1588723200000,W 170 Street,,145,,,,,,,,,,,,,,1005725.0000169724,245476.99990922213,,,,,11,,,
,,158 Street,,,,1588723200000,Sanford Avenue,,146,,,,,,,,,,,,,,1037528.0000591427,216572.99997456372,,,,,11,,,
,,162 Street,,,,1588723200000,Sanford Avenue,,147,,,,,,,,,,,,,,1038547.999987632,216325.00014247,,,,,11,,,
,,163 Street,,,,1588723200000,Sanford Avenue,,148,,,,,,,,,,,,,,1038805.000129804,216272.99991838634,,,,,11,,,
,,Frame Place,,,,1588723200000,Sanford Avenue,,149,,,,,,,,,,,,,,1031141.0000378937,214659.99986356497,,,,,11,,,
,,150 Place,,,,1588809600000,Northern Blvd,,150,,,,,,,,,,,,,,1035737.0000322163,218107.99985730648,,,,,11,,,
